Id,Label,degree,modularity_class,Eccentricity,closnesscentrality,harmonicclosnesscentrality,betweenesscentrality
@crisvergara__,@crisvergara__,1,8,10,0.25687,0.281537,0
@criwet7,@criwet7,1,73,2,0.666667,0.75,0
@GabrielChocron,@GabrielChocron,2,73,1,1,1,0
@croscapumpa,@croscapumpa,3,8,10,0.267657,0.29414,0.00101
@cross77756026,@cross77756026,1,139,10,0.245122,0.270518,0
@crossaredline_,@crossaredline_,1,0,11,0.204687,0.216464,0
@crossfit_alma,@crossfit_alma,5,169,10,0.257226,0.282443,0.001644
@Penetrater,@Penetrater,1,169,11,0.204606,0.216151,0
@ShaunRickard67,@ShaunRickard67,4,169,11,0.205319,0.21743,0.000606
@crostianouc,@crostianouc,1,139,10,0.235786,0.250448,0
@crucypaz1,@crucypaz1,1,157,11,0.246168,0.266,0
@cruxmadma,@cruxmadma,5,5,10,0.281865,0.32075,0.000575
@cruz_demayo3399,@cruz_demayo3399,3,5,10,0.252494,0.280285,0.000209
@cruzatehijos,@cruzatehijos,1,8,12,0.218663,0.233363,0
@cschildz,@cschildz,1,0,11,0.200062,0.21002,0
@csimpson101,@csimpson101,1,139,10,0.245122,0.270518,0
@csr03121970,@csr03121970,1,139,10,0.245122,0.270518,0
@csvchile,@csvchile,1,157,11,0.22658,0.237162,0
@cteruca,@cteruca,1,157,11,0.246168,0.266,0
@cualidadelas,@cualidadelas,3,5,10,0.260363,0.287337,0.000081
@cuarzogq,@cuarzogq,1,139,10,0.245122,0.270518,0
@cubaecre,@cubaecre,4,74,1,1,1,0
@EmbaCubaHolanda,@EmbaCubaHolanda,1,74,2,0.571429,0.625,0
@MirtaGranda,@MirtaGranda,1,74,2,0.571429,0.625,0
@cubainformacion,@cubainformacion,1,74,2,0.571429,0.625,0
@pnarcisojulio,@pnarcisojulio,1,74,2,0.571429,0.625,0
@cuevaspato,@cuevaspato,1,0,11,0.222413,0.235746,0
@cultcuba_raices,@cultcuba_raices,1,75,1,1,1,0
@CastroVerrier,@CastroVerrier,1,75,1,1,1,0
@cuncunga1,@cuncunga1,1,0,11,0.218709,0.231337,0
@cupidorosado,@cupidorosado,1,0,11,0.218709,0.231337,0
@curacionavanza1,@curacionavanza1,11,0,11,0.245261,0.269041,0.004479
@cva_lenzuela,@cva_lenzuela,1,52,11,0.18593,0.196243,0
@cwfigueroac,@cwfigueroac,4,0,10,0.267464,0.293249,0.004245
@cxymox,@cxymox,1,8,10,0.25687,0.281537,0
@cyberfullfran,@cyberfullfran,2,139,12,0.229629,0.243024,0.000014
@cyborgpatriota,@cyborgpatriota,2,76,1,1,1,0
@mRNAdeaths,@mRNAdeaths,1,76,2,0.666667,0.75,0
@nataliegwinters,@nataliegwinters,1,76,2,0.666667,0.75,0
@cycaceres95,@cycaceres95,1,124,11,0.219989,0.231932,0
@cyncyncyyn,@cyncyncyyn,3,157,11,0.249243,0.27121,0.00003
@cynthiamenavid1,@cynthiamenavid1,1,8,10,0.25687,0.281537,0
@cynthiarossw1,@cynthiarossw1,1,8,10,0.25687,0.281537,0
@cyntiabi21,@cyntiabi21,1,157,11,0.246168,0.266,0
@czibyll,@czibyll,1,157,11,0.22658,0.237162,0
@d13jessy,@d13jessy,8,8,10,0.274033,0.307687,0.000513
@da_nesp,@da_nesp,1,77,2,0.538462,0.571429,0
@peroquehombres,@peroquehombres,7,77,1,1,1,0.000001
@dabbock,@dabbock,1,139,10,0.245122,0.270518,0
@dactirurirura,@dactirurirura,2,124,11,0.234443,0.250179,0.000243
@dagmargamper,@dagmargamper,3,0,11,0.233106,0.250796,0.000472
@daikirynaty,@daikirynaty,2,157,11,0.247827,0.268862,0
@daisy_swans,@daisy_swans,1,157,11,0.246168,0.266,0
@dalastondalist,@dalastondalist,1,8,10,0.25687,0.281537,0
@daleconfuria,@daleconfuria,2,8,10,0.258444,0.284086,0.000018
@daledeco11,@daledeco11,1,0,11,0.224201,0.238157,0
@dalimarshall,@dalimarshall,1,8,10,0.229172,0.240727,0
@dama_tarot,@dama_tarot,2,8,10,0.259374,0.285813,0.000013
@damadelsauco,@damadelsauco,1,0,11,0.224201,0.238157,0
@damarisriquelm1,@damarisriquelm1,3,157,11,0.248575,0.270298,0.000012
@damianruaj,@damianruaj,3,8,10,0.230865,0.246408,0.00001
@dan3lis,@dan3lis,1,139,12,0.175882,0.183133,0
@dan_sniper84,@dan_sniper84,2,8,10,0.238014,0.255787,0.000007
@dandanii19,@dandanii19,1,157,11,0.246168,0.266,0
@dane_bs,@dane_bs,1,124,11,0.219989,0.231932,0
@dangubbly,@dangubbly,1,139,10,0.245122,0.270518,0
@dani3803069,@dani3803069,3,8,10,0.260612,0.285649,0.000039
@dani_mendoza21,@dani_mendoza21,1,5,12,0.173135,0.180365,0
@daniaprueba,@daniaprueba,2,124,11,0.248444,0.269457,0.000266
@daniel_liza_el,@daniel_liza_el,2,8,10,0.256946,0.281762,0.000004
@daniel_luckers,@daniel_luckers,8,139,10,0.290108,0.330473,0.001152
@danielab_16,@danielab_16,1,139,10,0.245122,0.270518,0
@danielaccontre1,@danielaccontre1,1,8,10,0.25687,0.281537,0
@danielanomass,@danielanomass,1,124,11,0.219989,0.231932,0
@danielaolmosfe1,@danielaolmosfe1,5,109,10,0.241797,0.254619,0.002331
@quelibroleo,@quelibroleo,1,109,11,0.194723,0.200985,0
@danielisdam,@danielisdam,1,78,1,1,1,0
@Monicasalazar_h,@Monicasalazar_h,1,78,1,1,1,0
@danielnoriega,@danielnoriega,2,0,10,0.25539,0.281488,0.001165
@danielnufa,@danielnufa,1,0,11,0.218709,0.231337,0
@danielorozcoxd1,@danielorozcoxd1,4,91,4,0.472727,0.538462,0.000005
@paint_kurenai,@paint_kurenai,3,91,5,0.342105,0.409615,0.000003
@riderlimited,@riderlimited,2,91,4,0.371429,0.413462,0
@danielscryptos,@danielscryptos,2,8,10,0.238189,0.253935,0.000004
@danielsotoc,@danielsotoc,9,8,10,0.26582,0.295424,0.000242
@danielv86327846,@danielv86327846,14,5,10,0.276679,0.313405,0.002195
@DerFekka,@DerFekka,1,5,11,0.216727,0.232795,0
@moqueco24,@moqueco24,1,5,11,0.216727,0.232795,0
@danii11ibanez,@danii11ibanez,1,79,2,0.666667,0.75,0
@GabrielFutbool,@GabrielFutbool,2,79,1,1,1,0
@daniitota,@daniitota,1,80,1,1,1,0
@FITrebelde,@FITrebelde,1,80,1,1,1,0
@daniloko1986,@daniloko1986,2,109,12,0.176469,0.183542,0.0003
@FT,@FT,1,109,13,0.150003,0.154209,0
@danipaz_86,@danipaz_86,1,52,12,0.17686,0.183178,0
@daniselame,@daniselame,1,5,12,0.225105,0.2441,0
@daniunadiosa,@daniunadiosa,1,157,11,0.246168,0.266,0
@danjohnspa,@danjohnspa,1,8,10,0.25687,0.281537,0
@danko62,@danko62,1,8,10,0.25687,0.281537,0
@danny_xf,@danny_xf,1,0,11,0.204687,0.216464,0
@dannydiazmuoz4,@dannydiazmuoz4,1,139,10,0.245122,0.270518,0
@dannytralca,@dannytralca,1,139,10,0.245122,0.270518,0
@danokar,@danokar,2,8,10,0.257175,0.282195,0.00001
@daphnelack,@daphnelack,4,5,10,0.265452,0.292666,0.00188
@dariamarianetti,@dariamarianetti,4,157,11,0.249663,0.271975,0.000057
@dario66624373,@dario66624373,1,5,12,0.225105,0.2441,0
@darioriosg,@darioriosg,1,52,11,0.18593,0.196243,0
@dark_araragi,@dark_araragi,1,91,5,0.356164,0.408333,0
@dark_nadie,@dark_nadie,1,8,10,0.25687,0.281537,0
@darkspiderau315,@darkspiderau315,1,139,10,0.245122,0.270518,0
@darochlepe,@darochlepe,3,109,10,0.248825,0.274001,0.000549
@daryparedes,@daryparedes,1,0,11,0.224201,0.238157,0
@datosensantiago,@datosensantiago,1,157,11,0.246168,0.266,0
@davhomm,@davhomm,4,52,10,0.247566,0.264703,0.001148
@david_carrales,@david_carrales,1,81,2,0.571429,0.625,0
@GuacamayanLeaks,@GuacamayanLeaks,4,81,1,1,1,0
@davidgomez0974,@davidgomez0974,1,8,10,0.25687,0.281537,0
@davidgsp7,@davidgsp7,1,5,12,0.225105,0.2441,0
@davidre85397289,@davidre85397289,2,215,11,0.247083,0.266766,0.000041
@ElOjoEn,@ElOjoEn,5,215,11,0.227694,0.244547,0.00022
@davidrexix,@davidrexix,1,82,1,1,1,0
@jrestrp,@jrestrp,1,82,1,1,1,0
@davlomu,@davlomu,1,0,11,0.210253,0.222816,0
@day_zuu,@day_zuu,1,139,10,0.245122,0.270518,0
@dcolorruth,@dcolorruth,122,8,10,0.335902,0.390289,0.046273
@0066Matahari,@0066Matahari,1,8,11,0.251454,0.272623,0
@6Mca_m7i,@6Mca_m7i,1,8,11,0.251454,0.272623,0
@BaddestWitch7,@BaddestWitch7,1,8,11,0.251454,0.272623,0
@BelenAguilarx,@BelenAguilarx,1,8,11,0.251454,0.272623,0
@BelmarkMara,@BelmarkMara,1,8,11,0.251454,0.272623,0
@Boyhiey,@Boyhiey,1,8,11,0.251454,0.272623,0
@Brucefly4,@Brucefly4,2,8,11,0.251478,0.272751,0.000003
@CesarKciqxe,@CesarKciqxe,1,8,11,0.251454,0.272623,0
@ChiChilePatriot,@ChiChilePatriot,1,8,11,0.251454,0.272623,0
@Cristian020821,@Cristian020821,3,5,11,0.252679,0.27428,0.000613
@D13Jessy,@D13Jessy,2,8,11,0.252347,0.273792,0.000025
@Davidg536598932,@Davidg536598932,1,8,11,0.251454,0.272623,0
@DayanaraSitu,@DayanaraSitu,1,8,11,0.251454,0.272623,0
@Despertad6,@Despertad6,1,8,11,0.251454,0.272623,0
@Don_gatto_alejo,@Don_gatto_alejo,1,8,11,0.251454,0.272623,0
@Eduard_Casas_B,@Eduard_Casas_B,1,8,11,0.251454,0.272623,0
@El__Kanalla__,@El__Kanalla__,2,8,11,0.251478,0.272751,0.000038
@ElaDines1,@ElaDines1,1,8,11,0.251454,0.272623,0
@ElbaPerez793638,@ElbaPerez793638,1,8,11,0.251454,0.272623,0
@EmiMussin,@EmiMussin,1,8,11,0.251454,0.272623,0
@Enheduanna19,@Enheduanna19,2,5,11,0.253432,0.274852,0.000003
@EvadeIncognito,@EvadeIncognito,1,8,11,0.251454,0.272623,0
@Fabian7Col,@Fabian7Col,1,8,11,0.251454,0.272623,0
@FachanL47320,@FachanL47320,1,8,11,0.251454,0.272623,0
@FrancoiseClemen,@FrancoiseClemen,1,8,11,0.251454,0.272623,0
@FrankVOXMadrid,@FrankVOXMadrid,1,8,11,0.251454,0.272623,0
@GaryOm2627,@GaryOm2627,1,8,11,0.251454,0.272623,0
@HermansEguiluz,@HermansEguiluz,1,8,11,0.251454,0.272623,0
@IsaRo3012,@IsaRo3012,15,5,11,0.259167,0.282171,0.002412
@Javirozen,@Javirozen,1,8,11,0.251454,0.272623,0
@Jeann_Esco,@Jeann_Esco,4,8,11,0.252298,0.273949,0.000195
@Jessicasan29323,@Jessicasan29323,1,8,11,0.251454,0.272623,0
@JuanAndresEche1,@JuanAndresEche1,1,8,11,0.251454,0.272623,0
@LUISJORGEVILAP1,@LUISJORGEVILAP1,1,8,11,0.251454,0.272623,0
@LangostaReborn,@LangostaReborn,1,8,11,0.251454,0.272623,0
@LlonaVenegas,@LlonaVenegas,2,8,11,0.254052,0.275438,0.000011
@MaraDel58676595,@MaraDel58676595,1,8,11,0.251454,0.272623,0
@Mari1Serrano,@Mari1Serrano,1,8,11,0.251454,0.272623,0
@MariaEu72795249,@MariaEu72795249,3,8,11,0.257035,0.278706,0.000019
@Miguel13Marquez,@Miguel13Marquez,4,8,11,0.254351,0.276215,0.000019
@NoNWO_2030,@NoNWO_2030,1,8,11,0.251454,0.272623,0
@Renato13379597,@Renato13379597,1,8,11,0.251454,0.272623,0
@Roberto_Paiz142,@Roberto_Paiz142,1,8,11,0.251454,0.272623,0
@Rodrigourzuab,@Rodrigourzuab,1,8,11,0.251454,0.272623,0
@Rosa68386313,@Rosa68386313,1,8,11,0.251454,0.272623,0
@Sento_Soldurio,@Sento_Soldurio,1,8,11,0.251454,0.272623,0
@Vane_E79,@Vane_E79,1,8,11,0.251454,0.272623,0
@Xavier83907754,@Xavier83907754,1,8,11,0.251454,0.272623,0
@YonelyVelazco,@YonelyVelazco,1,8,11,0.251454,0.272623,0
@agcriptocoach,@agcriptocoach,1,8,11,0.251454,0.272623,0
@arrpak,@arrpak,1,8,11,0.251454,0.272623,0
@axelisai145,@axelisai145,1,8,11,0.251454,0.272623,0
@blythe_club,@blythe_club,1,8,11,0.251454,0.272623,0
@cprieto1970,@cprieto1970,1,8,11,0.251454,0.272623,0
@donvito0891,@donvito0891,1,8,11,0.251454,0.272623,0
@elvisisalive2,@elvisisalive2,1,8,11,0.251454,0.272623,0
@fromestano,@fromestano,1,8,11,0.251454,0.272623,0
@helychac,@helychac,1,8,11,0.251454,0.272623,0
@incorruptible09,@incorruptible09,1,8,11,0.251454,0.272623,0
@joselerena1899,@joselerena1899,1,8,11,0.251454,0.272623,0
@juanbenitez27,@juanbenitez27,1,8,11,0.251454,0.272623,0
@karimanesr,@karimanesr,5,8,11,0.269492,0.29028,0.000345
@kattmiel,@kattmiel,5,193,10,0.29133,0.319258,0.000234
@magneritcs,@magneritcs,1,8,11,0.251454,0.272623,0
@magni2021,@magni2021,8,5,10,0.293854,0.322951,0.001316
@maytevillares,@maytevillares,1,8,11,0.251454,0.272623,0
@merchava,@merchava,1,8,11,0.251454,0.272623,0
@mr_connor_uru,@mr_connor_uru,1,8,11,0.251454,0.272623,0
@neilawa,@neilawa,1,8,11,0.251454,0.272623,0
@nellylizamasald,@nellylizamasald,14,8,10,0.301961,0.332531,0.005772
@olzanog,@olzanog,1,8,11,0.251454,0.272623,0
@oscarpepecastro,@oscarpepecastro,1,8,11,0.251454,0.272623,0
@patogarciasoto,@patogarciasoto,1,8,11,0.251454,0.272623,0
@poetatotal,@poetatotal,1,8,11,0.251454,0.272623,0
@rubendariopino8,@rubendariopino8,1,8,11,0.251454,0.272623,0
@senorprimofacha,@senorprimofacha,1,8,11,0.251454,0.272623,0
@stresp1,@stresp1,1,8,11,0.251454,0.272623,0
@underalquitran,@underalquitran,1,8,11,0.251454,0.272623,0
@velasco_reguera,@velasco_reguera,1,8,11,0.251454,0.272623,0
@vmunitai,@vmunitai,1,8,11,0.251454,0.272623,0
@yerkoparra29,@yerkoparra29,4,8,10,0.289267,0.316343,0.000116
@dcuellarr82,@dcuellarr82,1,83,1,1,1,0
@gldubernard,@gldubernard,1,83,1,1,1,0
@deantofagasta1,@deantofagasta1,1,157,11,0.246168,0.266,0
@dearely,@dearely,15,5,10,0.297477,0.339422,0.003951
@debby_1980,@debby_1980,1,139,12,0.200471,0.210834,0
@dector72,@dector72,4,84,1,1,1,0
@Forbes_Mexico,@Forbes_Mexico,1,84,2,0.571429,0.625,0
@GN_MEXICO_,@GN_MEXICO_,1,84,2,0.571429,0.625,0
@Gob_Puebla,@Gob_Puebla,1,84,2,0.571429,0.625,0
@SSaludCdMx,@SSaludCdMx,1,84,2,0.571429,0.625,0
@defendercosta,@defendercosta,1,85,1,1,1,0
@RedpillDrifter,@RedpillDrifter,1,85,1,1,1,0
@defensachilena,@defensachilena,4,8,12,0.233652,0.25696,0.000326
@sara_veslaco25,@sara_veslaco25,1,8,13,0.189405,0.200857,0
@defreitascamila,@defreitascamila,1,157,11,0.246168,0.266,0
@deivisyair,@deivisyair,1,139,10,0.245122,0.270518,0
@dejafluir,@dejafluir,1,124,11,0.219989,0.231932,0
@dejendeprohibir,@dejendeprohibir,2,157,11,0.247625,0.26848,0.000012
@delacruz_ismael,@delacruz_ismael,1,86,1,1,1,0
@A3Noticias,@A3Noticias,1,86,1,1,1,0
@delendaestroma,@delendaestroma,2,87,1,1,1,0
@Blogscritor,@Blogscritor,1,87,2,0.666667,0.75,0
@miquel_seguro,@miquel_seguro,1,87,2,0.666667,0.75,0
@deliaconectada,@deliaconectada,1,0,13,0.176277,0.184481,0
@demetabolismo,@demetabolismo,1,20,3,0.5,0.583333,0
@democracia_re,@democracia_re,1,88,2,0.666667,0.75,0
@FinanzasArgy,@FinanzasArgy,2,88,1,1,1,0
@demonialization,@demonialization,1,0,11,0.224201,0.238157,0
@demusicoapintor,@demusicoapintor,1,157,11,0.246168,0.266,0
@deneoliberal,@deneoliberal,1,5,12,0.204445,0.215597,0
@deniii23,@deniii23,1,139,10,0.245122,0.270518,0
@deniiiitu,@deniiiitu,1,157,11,0.246168,0.266,0
@dennizze33,@dennizze33,1,89,1,1,1,0
@rovinzon,@rovinzon,1,89,1,1,1,0
@dentistologo,@dentistologo,1,0,11,0.224201,0.238157,0
@deny_9,@deny_9,3,157,11,0.247898,0.269087,0.000028
@depiola,@depiola,1,139,10,0.235786,0.250448,0
@derecharasca,@derecharasca,5,8,10,0.261875,0.290064,0.000109
@derechoaltiempo,@derechoaltiempo,2,0,11,0.224259,0.238381,0.000264
@deruizz,@deruizz,1,0,11,0.195818,0.20601,0
@des_ting_,@des_ting_,1,91,5,0.356164,0.408333,0
@destresado,@destresado,1,157,11,0.246168,0.266,0
@destructorone95,@destructorone95,3,139,10,0.254214,0.282422,0.00009
@detierrasrojas,@detierrasrojas,7,8,10,0.265711,0.293854,0.000234
@devinoscata,@devinoscata,3,0,11,0.247401,0.267807,0.000789
@df_laboralchile,@df_laboralchile,1,5,12,0.196851,0.20765,0
@dgforno,@dgforno,3,124,10,0.23025,0.241397,0.001566
@MissCromatina,@MissCromatina,3,124,11,0.193915,0.199472,0.000317
@dglsjpm,@dglsjpm,1,157,11,0.246168,0.266,0
@dhcamus,@dhcamus,3,0,11,0.257546,0.282992,0.000674
@diabolique999,@diabolique999,1,124,11,0.201664,0.21304,0
@diana11_,@diana11_,1,183,13,0.161013,0.167948,0
@dianazequeda,@dianazequeda,1,0,11,0.224201,0.238157,0
@diaztabitae,@diaztabitae,1,157,11,0.246168,0.266,0
@diecinueve25,@diecinueve25,1,0,11,0.216365,0.228595,0
@dieg05l,@dieg05l,1,0,11,0.210253,0.222816,0
@diego_svnth7,@diego_svnth7,1,90,1,1,1,0
@librealbedrio26,@librealbedrio26,1,90,1,1,1,0
@diegobarrueto,@diegobarrueto,1,5,12,0.225105,0.2441,0
@diegode_la_vega,@diegode_la_vega,3,171,10,0.215987,0.227581,0.000306
@Tv_Libertaria,@Tv_Libertaria,1,171,11,0.177629,0.183892,0
@diegoencalada,@diegoencalada,1,52,11,0.188005,0.19759,0
@diegogradosc,@diegogradosc,3,8,10,0.261663,0.29043,0.000117
@diegolo32845762,@diegolo32845762,10,197,10,0.266708,0.295411,0.003654
@Alexrolapiz1,@Alexrolapiz1,1,197,11,0.21056,0.223355,0
@LuisCarlosLealA,@LuisCarlosLealA,4,197,11,0.218728,0.232049,0.000846
@endocrinorosero,@endocrinorosero,2,157,11,0.22392,0.239714,0.00002
@mindefensa,@mindefensa,2,197,11,0.210578,0.223484,0.000108
@diegoonenicolas,@diegoonenicolas,1,8,10,0.25687,0.281537,0
@diegostar1001,@diegostar1001,1,139,10,0.245122,0.270518,0
@dieguito1174a,@dieguito1174a,5,91,4,0.490566,0.564103,0.000004
@YOASOBI_staff,@YOASOBI_staff,6,91,5,0.382353,0.496154,0.000003
@ijigentokyo,@ijigentokyo,1,91,5,0.333333,0.367949,0
@difusorarechazo,@difusorarechazo,2,8,10,0.259374,0.285813,0.000013
@dilansanti10603,@dilansanti10603,1,92,1,1,1,0
@YoleocomicsDC,@YoleocomicsDC,1,92,1,1,1,0
@dimeperrin,@dimeperrin,1,8,12,0.188381,0.198307,0
@dinamarcoj39,@dinamarcoj39,1,139,12,0.202348,0.213559,0
@dinosalinas,@dinosalinas,1,93,1,1,1,0
@PabloGilTrader,@PabloGilTrader,1,93,1,1,1,0
@dionnereyesm,@dionnereyesm,4,109,10,0.24798,0.262598,0.005277
@diputada_yovana,@diputada_yovana,1,94,2,0.666667,0.75,0
@manupasmino,@manupasmino,2,94,1,1,1,0
@distortedpink,@distortedpink,1,0,11,0.210253,0.222816,0
@ditafe31,@ditafe31,1,157,11,0.246168,0.266,0
@divergente_xl,@divergente_xl,1,193,12,0.212998,0.224727,0
@divinemiserere,@divinemiserere,2,8,10,0.256946,0.281762,0.000004
@dixiatorrejon,@dixiatorrejon,1,124,11,0.201664,0.21304,0
@dizsantis,@dizsantis,1,0,11,0.218709,0.231337,0
@djalmorellana,@djalmorellana,1,0,11,0.218709,0.231337,0
@djmasde,@djmasde,1,95,1,1,1,0
@chifuyu_yy,@chifuyu_yy,1,95,1,1,1,0
@djseblast,@djseblast,5,139,10,0.268322,0.295311,0.010663
@dlia24,@dlia24,1,8,10,0.25687,0.281537,0
@dlunamontilla,@dlunamontilla,2,8,12,0.225958,0.237374,0.0003
@EgoLibertas,@EgoLibertas,1,8,13,0.184318,0.190398,0
@dmanriquezl,@dmanriquezl,1,139,10,0.245122,0.270518,0
@dmokei,@dmokei,4,8,10,0.260181,0.286954,0.000071
@dnisobel,@dnisobel,1,0,13,0.175235,0.183238,0
@doccomufrouach,@doccomufrouach,1,47,2,0.6,0.666667,0
@dogna_sol,@dogna_sol,3,157,11,0.249243,0.27121,0.00003
@dokkalfr14,@dokkalfr14,1,0,11,0.195818,0.20601,0
@dokkensmarco,@dokkensmarco,1,139,10,0.245122,0.270518,0
@dolores_marsal,@dolores_marsal,5,8,10,0.264613,0.291565,0.000186
@domingo81811825,@domingo81811825,1,139,10,0.245122,0.270518,0
@dominopolitico1,@dominopolitico1,1,8,10,0.25687,0.281537,0
@don__caco,@don__caco,2,0,11,0.224278,0.23843,0.000123
@don_kikito,@don_kikito,1,0,11,0.224201,0.238157,0
@don_pablov,@don_pablov,1,0,11,0.224201,0.238157,0
@dona_punto,@dona_punto,14,8,10,0.270815,0.303784,0.000781
@juandelpozo,@juandelpozo,2,8,11,0.217389,0.233732,0
@donadepresiva,@donadepresiva,1,157,11,0.246168,0.266,0
@donafpita,@donafpita,1,0,13,0.161529,0.166668,0
@doncomedia,@doncomedia,1,0,11,0.224201,0.238157,0
@doncuerleone,@doncuerleone,1,139,10,0.245122,0.270518,0
@doncuervo_cl,@doncuervo_cl,7,8,10,0.264424,0.293474,0.000106
@donk4v3_z,@donk4v3_z,1,157,13,0.168458,0.174456,0
@ErizoCL,@ErizoCL,3,157,12,0.202577,0.213522,0.000341
@donkanus,@donkanus,5,5,10,0.221312,0.236874,0.000272
@donnydice,@donnydice,1,8,10,0.25687,0.281537,0
@dontobal,@dontobal,1,96,1,1,1,0
@ezekopel,@ezekopel,1,96,1,1,1,0
@dorisbethfebres,@dorisbethfebres,2,8,10,0.257507,0.282304,0.000015
@dorises81301925,@dorises81301925,1,5,12,0.207114,0.217546,0
@dorismontt,@dorismontt,1,5,12,0.207645,0.219181,0
@dortizventa,@dortizventa,2,8,10,0.258999,0.284343,0.000011
@dory2_0,@dory2_0,1,5,12,0.212171,0.226211,0
@dowinixo,@dowinixo,1,67,13,0.155144,0.159629,0
@dvs6989,@dvs6989,4,67,12,0.183627,0.19135,0.005388
@dr___linux,@dr___linux,1,52,11,0.18593,0.196243,0
@dr_ojoavizor,@dr_ojoavizor,1,5,12,0.205832,0.217029,0
@dr_r_valenzuela,@dr_r_valenzuela,1,5,12,0.216573,0.230214,0
@dr_warren69,@dr_warren69,1,23,2,0.571429,0.625,0
@drakhov,@drakhov,3,171,11,0.193063,0.202858,0.000401
@FerIglesias,@FerIglesias,2,171,11,0.183031,0.189384,0.000033
@akashico,@akashico,1,171,12,0.161827,0.167416,0
@drarevalocarlos,@drarevalocarlos,4,171,13,0.159946,0.166023,0.001463
@ectorjaime,@ectorjaime,3,171,12,0.146026,0.149623,0.000361
@ejustin46,@ejustin46,2,171,14,0.137902,0.141743,0.0003
@stevee_maren2,@stevee_maren2,2,171,14,0.137902,0.141743,0.0003
@drcolivares,@drcolivares,1,97,1,1,1,0
@javier20ch,@javier20ch,1,97,1,1,1,0
@drholth,@drholth,1,5,12,0.225105,0.2441,0
@drummondvictor,@drummondvictor,3,171,10,0.253816,0.281397,0.000209
@Sylvita_29,@Sylvita_29,2,171,11,0.21251,0.226308,0.000005
@dsnmartin,@dsnmartin,5,8,10,0.246883,0.264963,0.000078
@dsolovera,@dsolovera,1,8,10,0.25687,0.281537,0
@dududin,@dududin,1,0,11,0.18589,0.195426,0
@dulcineaconce,@dulcineaconce,2,8,10,0.235219,0.249354,0.000007
@dulzuranude,@dulzuranude,2,124,11,0.227634,0.242906,0.000114
@dulzuraycalor,@dulzuraycalor,1,157,11,0.235883,0.248355,0
@durango_kid_,@durango_kid_,4,157,11,0.248444,0.270076,0.000122
@SilviaMylo,@SilviaMylo,6,157,12,0.209947,0.225018,0.000317
@durneylabayru,@durneylabayru,5,169,10,0.237818,0.253805,0.000717
@liz_churchill10,@liz_churchill10,9,8,11,0.237785,0.258209,0.001326
@dwdcream,@dwdcream,1,8,10,0.235444,0.251191,0
@dxrk_4,@dxrk_4,1,157,11,0.22658,0.237162,0
@dynageo,@dynageo,7,171,10,0.261914,0.290017,0.001707
@RAMIROMARRA,@RAMIROMARRA,4,171,11,0.209,0.222419,0.000309
@ValenSanRo,@ValenSanRo,2,171,11,0.207578,0.220391,0.0003
@javierlanari,@javierlanari,3,171,11,0.209684,0.22338,0.000029
@dzepeda87,@dzepeda87,8,8,10,0.264222,0.294202,0.000231
@e_lizzilind,@e_lizzilind,6,8,10,0.2621,0.291126,0.000196
@e_yobaska,@e_yobaska,1,98,1,1,1,0
@FdValientes,@FdValientes,1,98,1,1,1,0
@eacl09,@eacl09,1,8,10,0.235444,0.251191,0
@eacor,@eacor,11,139,10,0.293058,0.334299,0.001744
@eastcristobal,@eastcristobal,3,5,10,0.258174,0.283768,0.000064
@eastigue,@eastigue,5,157,11,0.252863,0.277055,0.000717
@AAAJ00068631,@AAAJ00068631,1,157,12,0.201836,0.213014,0
@DanteForesi,@DanteForesi,4,141,11,0.222537,0.238765,0.000075
@ebecerraliz,@ebecerraliz,1,171,12,0.178915,0.187157,0
@Finanzas_Times,@Finanzas_Times,4,171,11,0.217892,0.233473,0.000601
@ebrielynca,@ebrielynca,16,0,11,0.259322,0.287341,0.005592
@Breogan66,@Breogan66,5,0,12,0.207164,0.220836,0.000069
@Carlossassarini,@Carlossassarini,2,0,12,0.208789,0.223009,0.000007
@PERIODlSTAPERON,@PERIODlSTAPERON,2,0,12,0.208789,0.223009,0.000007
@ProfeEduardoOk,@ProfeEduardoOk,2,0,11,0.229284,0.244424,0.000019
@ecard3nas,@ecard3nas,2,0,11,0.23105,0.248702,0.00009
@ecfernandezj,@ecfernandezj,1,139,10,0.245122,0.270518,0
@ecobeepaulina,@ecobeepaulina,2,0,10,0.260953,0.285724,0.001417
@eddiebitowski,@eddiebitowski,3,169,10,0.255491,0.286545,0.00132
@edercasanovaf,@edercasanovaf,1,8,12,0.225939,0.237245,0
@edgar10dg,@edgar10dg,1,99,1,1,1,0
@LaHuellaSV,@LaHuellaSV,1,99,1,1,1,0
@edgardo15530570,@edgardo15530570,2,139,10,0.245145,0.270647,0.000129
@Horizonte65,@Horizonte65,2,139,11,0.198789,0.211849,0
@edgardogonzalez,@edgardogonzalez,1,139,10,0.245122,0.270518,0
@edgarlopsan,@edgarlopsan,1,8,10,0.25687,0.281537,0
@edguther,@edguther,3,0,11,0.229,0.244344,0.000313
@Pattycer,@Pattycer,3,0,12,0.194111,0.204474,0.000302
@edhagadol,@edhagadol,1,5,12,0.225105,0.2441,0
@edmundosandova4,@edmundosandova4,3,8,10,0.241201,0.257839,0.00002
@edo_rorschach,@edo_rorschach,1,100,1,1,1,0
@Staphylo_ailus,@Staphylo_ailus,1,100,1,1,1,0
@edo_zapata,@edo_zapata,1,139,10,0.245122,0.270518,0
